Medición;Fecha;Estación_año;Año;Mes;Feriado;Día_semana;Día_laboral;Clima;Temperatura;Sensación_térmica;Humedad;Velocidad_viento;Usuarios_casuales;Usuarios_registrados;Ventas;Pib;Pib_cápita;Var_IPC_anual[%];Fecha
559;2012-07-12;3;1;7;0;4;1;1;29,3;32,7;53,0;9,8;1032,0;6414,0;7446,0;41882,0;3900,0;2,77;2012-07-12
560;2012-07-13;3;1;7;0;5;1;2;30,0;33,4;48,6;5,4;1511,0;5988,0;7499,0;41882,0;3900,0;2,77;2012-07-13
561;2012-07-14;3;1;7;0;6;0;2;28,8;33,3;69,9;9,6;2355,0;4614,0;6969,0;41882,0;3900,0;2,77;2012-07-14
562;2012-07-15;3;1;7;0;0;0;1;30,6;35,3;71,8;11,2;1920,0;4111,0;6031,0;41882,0;3900,0;2,77;2012-07-15
563;2012-07-16;3;1;7;0;1;1;1;31,3;36,2;64,5;11,0;1088,0;5742,0;6830,0;41882,0;3900,0;2,77;2012-07-16
564;2012-07-17;3;1;7;0;2;1;1;33,6;37,8;50,6;7,7;921,0;5865,0;6786,0;41882,0;3900,0;2,77;2012-07-17
565;2012-07-18;3;1;7;0;3;1;1;32,5;37,3;57,7;9,2;799,0;4914,0;5713,0;41882,0;3900,0;2,77;2012-07-18
566;2012-07-19;3;1;7;0;4;1;1;31,6;35,7;60,0;11,1;888,0;5703,0;6591,0;41882,0;3900,0;2,77;2012-07-19
567;2012-07-20;3;1;7;0;5;1;2;27,3;30,7;84,4;14,0;747,0;5123,0;5870,0;41882,0;3900,0;2,77;2012-07-20
568;2012-07-21;3;1;7;0;6;0;3;24,4;27,5;86,5;14,3;1264,0;3195,0;4459,0;41882,0;3900,0;2,77;2012-07-21
569;2012-07-22;3;1;7;0;0;0;2;27,4;31,2;76,3;6,3;2544,0;4866,0;7410,0;41882,0;3900,0;2,77;2012-07-22
570;2012-07-23;3;1;7;0;1;1;1;30,4;34,5;69,4;9,3;1135,0;5831,0;6966,0;41882,0;3900,0;2,77;2012-07-23
571;2012-07-24;3;1;7;0;2;1;1;30,8;35,3;65,5;14,2;1140,0;6452,0;7592,0;41882,0;3900,0;2,77;2012-07-24
572;2012-07-25;3;1;7;0;3;1;1;29,7;32,7;45,0;11,0;1383,0;6790,0;8173,0;41882,0;3900,0;2,77;2012-07-25
573;2012-07-26;3;1;7;0;4;1;1;31,8;37,0;59,7;19,1;1036,0;5825,0;6861,0;41882,0;3900,0;2,77;2012-07-26
574;2012-07-27;3;1;7;0;5;1;1;32,0;36,7;59,5;10,3;1259,0;5645,0;6904,0;41882,0;3900,0;2,77;2012-07-27
575;2012-07-28;3;1;7;0;6;0;1;31,0;34,9;61,3;10,5;2234,0;4451,0;6685,0;41882,0;3900,0;2,77;2012-07-28
576;2012-07-29;3;1;7;0;0;0;1;29,6;33,4;62,4;11,4;2153,0;4444,0;6597,0;41882,0;3900,0;2,77;2012-07-29
577;2012-07-30;3;1;7;0;1;1;1;30,0;34,2;66,9;10,3;1040,0;6065,0;7105,0;41882,0;3900,0;2,77;2012-07-30
578;2012-07-31;3;1;7;0;2;1;1;29,2;33,1;70,4;11,1;968,0;6248,0;7216,0;41882,0;3900,0;2,77;2012-07-31
579;2012-08-01;3;1;8;0;3;1;1;29,4;33,4;67,8;9,5;1074,0;6506,0;7580,0;41882,0;3900,0;3,08;2012-08-01
580;2012-08-02;3;1;8;0;4;1;1;30,9;35,4;66,0;8,7;983,0;6278,0;7261,0;41882,0;3900,0;3,08;2012-08-02
581;2012-08-03;3;1;8;0;5;1;2;31,4;36,1;64,3;14,5;1328,0;5847,0;7175,0;41882,0;3900,0;3,08;2012-08-03
582;2012-08-04;3;1;8;0;6;0;1;32,5;37,6;61,3;17,2;2345,0;4479,0;6824,0;41882,0;3900,0;3,08;2012-08-04
583;2012-08-05;3;1;8;0;0;0;1;31,5;36,6;65,3;19,5;1707,0;3757,0;5464,0;41882,0;3900,0;3,08;2012-08-05
584;2012-08-06;3;1;8;0;1;1;2;30,9;35,5;65,4;8,7;1233,0;5780,0;7013,0;41882,0;3900,0;3,08;2012-08-06
585;2012-08-07;3;1;8;0;2;1;2;30,2;34,9;70,4;7,8;1278,0;5995,0;7273,0;41882,0;3900,0;3,08;2012-08-07
586;2012-08-08;3;1;8;0;3;1;2;30,8;35,4;67,3;7,4;1263,0;6271,0;7534,0;41882,0;3900,0;3,08;2012-08-08
587;2012-08-09;3;1;8;0;4;1;1;31,0;35,0;62,0;10,5;1196,0;6090,0;7286,0;41882,0;3900,0;3,08;2012-08-09
588;2012-08-10;3;1;8;0;5;1;2;29,3;33,4;71,6;16,0;1065,0;4721,0;5786,0;41882,0;3900,0;3,08;2012-08-10
589;2012-08-11;3;1;8;0;6;0;2;28,4;31,9;73,3;13,8;2247,0;4052,0;6299,0;41882,0;3900,0;3,08;2012-08-11
590;2012-08-12;3;1;8;0;0;0;1;28,7;32,2;53,0;8,2;2182,0;4362,0;6544,0;41882,0;3900,0;3,08;2012-08-12
591;2012-08-13;3;1;8;0;1;1;1;29,6;33,1;54,5;9,1;1207,0;5676,0;6883,0;41882,0;3900,0;3,08;2012-08-13
592;2012-08-14;3;1;8;0;2;1;1;29,8;33,8;68,7;11,3;1128,0;5656,0;6784,0;41882,0;3900,0;3,08;2012-08-14
593;2012-08-15;3;1;8;0;3;1;1;29,0;32,7;62,0;11,4;1198,0;6149,0;7347,0;41882,0;3900,0;3,08;2012-08-15
594;2012-08-16;3;1;8;0;4;1;1;29,5;32,7;51,9;9,5;1338,0;6267,0;7605,0;41882,0;3900,0;3,08;2012-08-16
595;2012-08-17;3;1;8;0;5;1;1;29,7;12,1;57,1;15,5;1483,0;5665,0;7148,0;41882,0;3900,0;3,08;2012-08-17
596;2012-08-18;3;1;8;0;6;0;1;27,8;30,9;60,3;11,9;2827,0;5038,0;7865,0;41882,0;3900,0;3,08;2012-08-18
597;2012-08-19;3;1;8;0;0;0;2;26,1;30,2;71,2;5,8;1208,0;3341,0;4549,0;41882,0;3900,0;3,08;2012-08-19
598;2012-08-20;3;1;8;0;1;1;2;26,1;29,8;73,4;8,7;1026,0;5504,0;6530,0;41882,0;3900,0;3,08;2012-08-20
599;2012-08-21;3;1;8;0;2;1;1;26,6;30,1;67,4;4,9;1081,0;5925,0;7006,0;41882,0;3900,0;3,08;2012-08-21
600;2012-08-22;3;1;8;0;3;1;1;27,4;31,1;67,7;4,7;1094,0;6281,0;7375,0;41882,0;3900,0;3,08;2012-08-22
601;2012-08-23;3;1;8;0;4;1;1;28,5;31,9;63,6;5,7;1363,0;6402,0;7765,0;41882,0;3900,0;3,08;2012-08-23
602;2012-08-24;3;1;8;0;5;1;2;28,8;32,4;61,5;4,8;1325,0;6257,0;7582,0;41882,0;3900,0;3,08;2012-08-24
603;2012-08-25;3;1;8;0;6;0;2;27,1;30,9;71,3;16,4;1829,0;4224,0;6053,0;41882,0;3900,0;3,08;2012-08-25
604;2012-08-26;3;1;8;0;0;0;2;26,8;29,8;84,6;15,3;1483,0;3772,0;5255,0;41882,0;3900,0;3,08;2012-08-26
605;2012-08-27;3;1;8;0;1;1;1;28,8;32,7;73,0;8,6;989,0;5928,0;6917,0;41882,0;3900,0;3,08;2012-08-27
606;2012-08-28;3;1;8;0;2;1;1;29,9;33,3;62,0;12,8;935,0;6105,0;7040,0;41882,0;3900,0;3,08;2012-08-28
607;2012-08-29;3;1;8;0;3;1;1;28,1;31,8;55,2;7,5;1177,0;6520,0;7697,0;41882,0;3900,0;3,08;2012-08-29
608;2012-08-30;3;1;8;0;4;1;1;29,0;32,6;59,0;5,2;1172,0;6541,0;7713,0;41882,0;3900,0;3,08;2012-08-30
609;2012-08-31;3;1;8;0;5;1;1;31,3;34,5;58,8;11,3;1433,0;5917,0;7350,0;41882,0;3900,0;3,08;2012-08-31
610;2012-09-01;3;1;9;0;6;0;2;30,9;35,1;63,8;7,6;2352,0;3788,0;6140,0;41882,0;3900,0;2,88;2012-09-01
611;2012-09-02;3;1;9;0;0;0;2;28,6;32,5;81,5;4,3;2613,0;3197,0;5810,0;41882,0;3900,0;2,88;2012-09-02
612;2012-09-03;3;1;9;1;1;0;1;29,0;33,1;79,1;10,1;1965,0;4069,0;6034,0;41882,0;3900,0;2,88;2012-09-03
613;2012-09-04;3;1;9;0;2;1;1;29,8;34,3;75,5;15,8;867,0;5997,0;6864,0;41882,0;3900,0;2,88;2012-09-04
614;2012-09-05;3;1;9;0;3;1;1;30,2;35,4;74,1;12,6;832,0;6280,0;7112,0;41882,0;3900,0;2,88;2012-09-05
615;2012-09-06;3;1;9;0;4;1;2;28,6;32,8;81,0;9,5;611,0;5592,0;6203,0;41882,0;3900,0;2,88;2012-09-06
616;2012-09-07;3;1;9;0;5;1;1;28,8;32,9;73,6;11,5;1045,0;6459,0;7504,0;41882,0;3900,0;2,88;2012-09-07
617;2012-09-08;3;1;9;0;6;0;2;27,0;30,6;79,9;18,8;1557,0;4419,0;5976,0;41882,0;3900,0;2,88;2012-09-08
618;2012-09-09;3;1;9;0;0;0;1;25,0;28,9;54,8;15,0;2570,0;5657,0;8227,0;41882,0;3900,0;2,88;2012-09-09
619;2012-09-10;3;1;9;0;1;1;1;23,9;28,3;50,4;17,3;1118,0;6407,0;7525,0;41882,0;3900,0;2,88;2012-09-10
620;2012-09-11;3;1;9;0;2;1;1;23,7;27,7;52,0;6,2;1070,0;6697,0;7767,0;41882,0;3900,0;2,88;2012-09-11
621;2012-09-12;3;1;9;0;3;1;1;24,6;28,5;57,7;8,8;1050,0;6820,0;7870,0;41882,0;3900,0;2,88;2012-09-12
622;2012-09-13;3;1;9;0;4;1;1;25,1;29,0;63,7;5,5;1054,0;6750,0;7804,0;41882,0;3900,0;2,88;2012-09-13
623;2012-09-14;3;1;9;0;5;1;1;26,0;29,7;67,3;7,0;1379,0;6630,0;8009,0;41882,0;3900,0;2,88;2012-09-14
624;2012-09-15;3;1;9;0;6;0;1;24,9;29,3;50,2;16,6;3160,0;5554,0;8714,0;41882,0;3900,0;2,88;2012-09-15
625;2012-09-16;3;1;9;0;0;0;1;23,8;28,2;57,0;6,0;2166,0;5167,0;7333,0;41882,0;3900,0;2,88;2012-09-16
626;2012-09-17;3;1;9;0;1;1;2;23,8;27,7;73,5;10,2;1022,0;5847,0;6869,0;41882,0;3900,0;2,88;2012-09-17
627;2012-09-18;3;1;9;0;2;1;2;25,6;28,3;87,3;24,0;371,0;3702,0;4073,0;41882,0;3900,0;2,88;2012-09-18
628;2012-09-19;3;1;9;0;3;1;1;22,7;27,0;53,7;14,4;788,0;6803,0;7591,0;41882,0;3900,0;2,88;2012-09-19
629;2012-09-20;3;1;9;0;4;1;1;22,4;26,6;61,8;7,9;939,0;6781,0;7720,0;41882,0;3900,0;2,88;2012-09-20
630;2012-09-21;3;1;9;0;5;1;1;24,6;28,6;66,9;10,3;1250,0;6917,0;8167,0;41882,0;3900,0;2,88;2012-09-21
631;2012-09-22;3;1;9;0;6;0;1;26,7;30,5;64,7;19,0;2512,0;5883,0;8395,0;41882,0;3900,0;2,88;2012-09-22
632;2012-09-23;4;1;9;0;0;0;1;21,7;25,9;46,7;15,0;2454,0;5453,0;7907,0;41882,0;3900,0;2,88;2012-09-23
633;2012-09-24;4;1;9;0;1;1;1;21,1;25,1;49,3;9,5;1001,0;6435,0;7436,0;41882,0;3900,0;2,88;2012-09-24
634;2012-09-25;4;1;9;0;2;1;1;22,6;27,2;57,0;15,8;845,0;6693,0;7538,0;41882,0;3900,0;2,88;2012-09-25
635;2012-09-26;4;1;9;0;3;1;1;26,0;29,8;63,1;16,4;787,0;6946,0;7733,0;41882,0;3900,0;2,88;2012-09-26
636;2012-09-27;4;1;9;0;4;1;2;26,7;30,4;69,1;9,0;751,0;6642,0;7393,0;41882,0;3900,0;2,88;2012-09-27
637;2012-09-28;4;1;9;0;5;1;2;25,4;29,3;69,0;11,0;1045,0;6370,0;7415,0;41882,0;3900,0;2,88;2012-09-28
638;2012-09-29;4;1;9;0;6;0;1;22,2;26,5;54,3;15,2;2589,0;5966,0;8555,0;41882,0;3900,0;2,88;2012-09-29
639;2012-09-30;4;1;9;0;0;0;1;21,6;25,9;58,3;9,0;2015,0;4874,0;6889,0;41882,0;3900,0;2,88;2012-09-30
640;2012-10-01;4;1;10;0;1;1;2;21,4;25,6;64,9;6,1;763,0;6015,0;6778,0;41699,0;3800,0;2,13;2012-10-01
641;2012-10-02;4;1;10;0;2;1;3;24,2;27,1;87,2;7,0;315,0;4324,0;4639,0;41699,0;3800,0;2,13;2012-10-02
642;2012-10-03;4;1;10;0;3;1;2;27,0;30,0;79,4;4,5;728,0;6844,0;7572,0;41699,0;3800,0;2,13;2012-10-03
643;2012-10-04;4;1;10;0;4;1;2;27,0;30,4;72,3;7,9;891,0;6437,0;7328,0;41699,0;3800,0;2,13;2012-10-04
644;2012-10-05;4;1;10;0;5;1;1;25,2;29,0;62,8;7,1;1516,0;6640,0;8156,0;41699,0;3800,0;2,13;2012-10-05
645;2012-10-06;4;1;10;0;6;0;1;22,7;26,9;66,4;18,0;3031,0;4934,0;7965,0;41699,0;3800,0;2,13;2012-10-06
646;2012-10-07;4;1;10;0;0;0;2;17,0;21,0;70,8;9,5;781,0;2729,0;3510,0;41699,0;3800,0;2,13;2012-10-07
647;2012-10-08;4;1;10;1;1;0;2;15,7;19,4;71,0;12,7;874,0;4604,0;5478,0;41699,0;3800,0;2,13;2012-10-08
648;2012-10-09;4;1;10;0;2;1;2;18,3;21,9;76,2;12,8;601,0;5791,0;6392,0;41699,0;3800,0;2,13;2012-10-09
649;2012-10-10;4;1;10;0;3;1;1;21,1;25,2;63,1;12,6;780,0;6911,0;7691,0;41699,0;3800,0;2,13;2012-10-10
650;2012-10-11;4;1;10;0;4;1;1;17,8;21,6;46,3;12,2;834,0;6736,0;7570,0;41699,0;3800,0;2,13;2012-10-11
651;2012-10-12;4;1;10;0;5;1;1;17,9;21,7;53,9;15,8;1060,0;6222,0;7282,0;41699,0;3800,0;2,13;2012-10-12
652;2012-10-13;4;1;10;0;6;0;1;16,1;19,6;49,5;9,8;2252,0;4857,0;7109,0;41699,0;3800,0;2,13;2012-10-13
653;2012-10-14;4;1;10;0;0;0;1;21,4;25,4;64,0;18,7;2080,0;4559,0;6639,0;41699,0;3800,0;2,13;2012-10-14
654;2012-10-15;4;1;10;0;1;1;2;23,0;27,0;70,8;19,8;760,0;5115,0;5875,0;41699,0;3800,0;2,13;2012-10-15
655;2012-10-16;4;1;10;0;2;1;1;19,2;23,0;55,8;12,2;922,0;6612,0;7534,0;41699,0;3800,0;2,13;2012-10-16
656;2012-10-17;4;1;10;0;3;1;1;18,7;22,5;69,3;6,8;979,0;6482,0;7461,0;41699,0;3800,0;2,13;2012-10-17
657;2012-10-18;4;1;10;0;4;1;2;21,4;25,6;72,8;15,9;1008,0;6501,0;7509,0;41699,0;3800,0;2,13;2012-10-18
658;2012-10-19;4;1;10;0;5;1;2;23,1;26,9;81,5;9,0;753,0;4671,0;5424,0;41699,0;3800,0;2,13;2012-10-19
659;2012-10-20;4;1;10;0;6;0;1;19,9;23,6;57,3;7,9;2806,0;5284,0;8090,0;41699,0;3800,0;2,13;2012-10-20
660;2012-10-21;4;1;10;0;0;0;1;19,0;22,8;51,0;11,1;2132,0;4692,0;6824,0;41699,0;3800,0;2,13;2012-10-21
661;2012-10-22;4;1;10;0;1;1;1;20,0;24,1;56,8;5,5;830,0;6228,0;7058,0;41699,0;3800,0;2,13;2012-10-22
662;2012-10-23;4;1;10;0;2;1;1;22,3;26,5;64,2;6,3;841,0;6625,0;7466,0;41699,0;3800,0;2,13;2012-10-23
663;2012-10-24;4;1;10;0;3;1;1;24,1;27,9;63,6;4,9;795,0;6898,0;7693,0;41699,0;3800,0;2,13;2012-10-24
664;2012-10-25;4;1;10;0;4;1;2;22,6;26,5;80,0;8,3;875,0;6484,0;7359,0;41699,0;3800,0;2,13;2012-10-25
665;2012-10-26;4;1;10;0;5;1;2;22,4;26,1;80,7;8,9;1182,0;6262,0;7444,0;41699,0;3800,0;2,13;2012-10-26
666;2012-10-27;4;1;10;0;6;0;2;21,7;25,8;72,0;15,8;2643,0;5209,0;7852,0;41699,0;3800,0;2,13;2012-10-27
667;2012-10-28;4;1;10;0;0;0;2;19,6;23,4;69,5;26,7;998,0;3461,0;4459,0;41699,0;3800,0;2,13;2012-10-28
668;2012-10-29;4;1;10;0;1;1;3;18,0;22,0;88,0;24,0;2,0;20,0;22,0;41699,0;3800,0;2,13;2012-10-29
669;2012-10-30;4;1;10;0;2;1;2;13,0;15,5;82,5;14,3;87,0;1009,0;1096,0;41699,0;3800,0;2,13;2012-10-30
670;2012-10-31;4;1;10;0;3;1;2;14,7;18,1;66,7;11,2;419,0;5147,0;5566,0;41699,0;3800,0;2,13;2012-10-31
671;2012-11-01;4;1;11;0;4;1;2;15,0;18,5;58,2;10,5;466,0;5520,0;5986,0;41699,0;3800,0;1,89;2012-11-01
672;2012-11-02;4;1;11;0;5;1;1;14,6;17,8;52,2;17,8;618,0;5229,0;5847,0;41699,0;3800,0;1,89;2012-11-02
673;2012-11-03;4;1;11;0;6;0;2;14,1;16,2;49,1;18,1;1029,0;4109,0;5138,0;41699,0;3800,0;1,89;2012-11-03
674;2012-11-04;4;1;11;0;0;0;1;13,4;16,5;53,3;12,0;1201,0;3906,0;5107,0;41699,0;3800,0;1,89;2012-11-04
675;2012-11-05;4;1;11;0;1;1;1;13,1;15,4;49,4;15,8;378,0;4881,0;5259,0;41699,0;3800,0;1,89;2012-11-05
676;2012-11-06;4;1;11;0;2;1;1;11,5;14,1;56,7;11,6;466,0;5220,0;5686,0;41699,0;3800,0;1,89;2012-11-06
677;2012-11-07;4;1;11;0;3;1;2;12,1;13,7;54,8;20,4;326,0;4709,0;5035,0;41699,0;3800,0;1,89;2012-11-07
678;2012-11-08;4;1;11;0;4;1;1;14,4;17,1;33,3;23,3;340,0;4975,0;5315,0;41699,0;3800,0;1,89;2012-11-08
679;2012-11-09;4;1;11;0;5;1;1;14,8;17,8;54,1;14,4;709,0;5283,0;5992,0;41699,0;3800,0;1,89;2012-11-09
680;2012-11-10;4;1;11;0;6;0;1;16,0;19,7;64,5;3,9;2090,0;4446,0;6536,0;41699,0;3800,0;1,89;2012-11-10
681;2012-11-11;4;1;11;0;0;0;1;17,3;21,1;65,9;8,5;2290,0;4562,0;6852,0;41699,0;3800,0;1,89;2012-11-11
682;2012-11-12;4;1;11;1;1;0;1;19,9;23,8;74,2;11,6;1097,0;5172,0;6269,0;41699,0;3800,0;1,89;2012-11-12
683;2012-11-13;4;1;11;0;2;1;2;14,1;16,2;66,3;22,9;327,0;3767,0;4094,0;41699,0;3800,0;1,89;2012-11-13
684;2012-11-14;4;1;11;0;3;1;1;11,9;14,1;55,2;13,4;373,0;5122,0;5495,0;41699,0;3800,0;1,89;2012-11-14
685;2012-11-15;4;1;11;0;4;1;2;13,2;16,2;62,0;10,3;320,0;5125,0;5445,0;41699,0;3800,0;1,89;2012-11-15
686;2012-11-16;4;1;11;0;5;1;1;14,1;17,4;52,5;11,5;484,0;5214,0;5698,0;41699,0;3800,0;1,89;2012-11-16
687;2012-11-17;4;1;11;0;6;0;1;13,3;16,3;54,5;12,0;1313,0;4316,0;5629,0;41699,0;3800,0;1,89;2012-11-17
688;2012-11-18;4;1;11;0;0;0;1;14,0;16,9;69,3;15,3;922,0;3747,0;4669,0;41699,0;3800,0;1,89;2012-11-18
689;2012-11-19;4;1;11;0;1;1;2;15,6;18,8;62,3;15,7;449,0;5050,0;5499,0;41699,0;3800,0;1,89;2012-11-19
690;2012-11-20;4;1;11;0;2;1;2;15,3;19,0;68,5;5,5;534,0;5100,0;5634,0;41699,0;3800,0;1,89;2012-11-20
691;2012-11-21;4;1;11;0;3;1;1;14,5;18,2;61,4;6,9;615,0;4531,0;5146,0;41699,0;3800,0;1,89;2012-11-21
692;2012-11-22;4;1;11;1;4;0;1;13,9;17,5;58,0;3,5;955,0;1470,0;2425,0;41699,0;3800,0;1,89;2012-11-22
693;2012-11-23;4;1;11;0;5;1;1;15,1;18,9;56,9;9,9;1603,0;2307,0;3910,0;41699,0;3800,0;1,89;2012-11-23
694;2012-11-24;4;1;11;0;6;0;1;11,4;12,4;40,5;25,3;532,0;1745,0;2277,0;41699,0;3800,0;1,89;2012-11-24
695;2012-11-25;4;1;11;0;0;0;1;10,1;12,9;46,8;10,1;309,0;2115,0;2424,0;41699,0;3800,0;1,89;2012-11-25
696;2012-11-26;4;1;11;0;1;1;1;12,8;17,0;53,5;3,1;337,0;4750,0;5087,0;41699,0;3800,0;1,89;2012-11-26
697;2012-11-27;4;1;11;0;2;1;2;12,0;14,1;78,7;15,9;123,0;3836,0;3959,0;41699,0;3800,0;1,89;2012-11-27
698;2012-11-28;4;1;11;0;3;1;1;12,2;14,5;50,6;14,1;198,0;5062,0;5260,0;41699,0;3800,0;1,89;2012-11-28
699;2012-11-29;4;1;11;0;4;1;1;11,5;14,9;55,6;7,7;243,0;5080,0;5323,0;41699,0;3800,0;1,89;2012-11-29
700;2012-11-30;4;1;11;0;5;1;1;12,2;16,2;65,0;3,9;362,0;5306,0;5668,0;41699,0;3800,0;1,89;2012-11-30
701;2012-12-01;4;1;12;0;6;0;2;12,2;15,8;80,7;4,0;951,0;4240,0;5191,0;41699,0;3800,0;1,92;2012-12-01
702;2012-12-02;4;1;12;0;0;0;2;14,2;18,0;82,3;8,3;892,0;3757,0;4649,0;41699,0;3800,0;1,92;2012-12-02
703;2012-12-03;4;1;12;0;1;1;1;18,6;22,8;76,8;5,5;555,0;5679,0;6234,0;41699,0;3800,0;1,92;2012-12-03
704;2012-12-04;4;1;12;0;2;1;1;19,5;23,5;73,4;11,7;551,0;6055,0;6606,0;41699,0;3800,0;1,92;2012-12-04
705;2012-12-05;4;1;12;0;3;1;1;18,0;21,4;48,5;21,7;331,0;5398,0;5729,0;41699,0;3800,0;1,92;2012-12-05
706;2012-12-06;4;1;12;0;4;1;1;10,5;12,9;50,9;11,7;340,0;5035,0;5375,0;41699,0;3800,0;1,92;2012-12-06
707;2012-12-07;4;1;12;0;5;1;2;13,2;16,1;76,4;8,8;349,0;4659,0;5008,0;41699,0;3800,0;1,92;2012-12-07
708;2012-12-08;4;1;12;0;6;0;2;15,6;19,5;91,1;6,8;1153,0;4429,0;5582,0;41699,0;3800,0;1,92;2012-12-08
709;2012-12-09;4;1;12;0;0;0;2;15,8;19,5;90,5;10,6;441,0;2787,0;3228,0;41699,0;3800,0;1,92;2012-12-09
710;2012-12-10;4;1;12;0;1;1;2;17,9;21,8;92,5;12,8;329,0;4841,0;5170,0;41699,0;3800,0;1,92;2012-12-10
711;2012-12-11;4;1;12;0;2;1;2;14,5;16,9;59,7;19,8;282,0;5219,0;5501,0;41699,0;3800,0;1,92;2012-12-11
712;2012-12-12;4;1;12;0;3;1;2;12,2;14,9;53,8;10,9;310,0;5009,0;5319,0;41699,0;3800,0;1,92;2012-12-12
713;2012-12-13;4;1;12;0;4;1;1;12,1;14,7;48,6;11,7;425,0;5107,0;5532,0;41699,0;3800,0;1,92;2012-12-13
714;2012-12-14;4;1;12;0;5;1;1;11,5;14,7;64,3;8,8;429,0;5182,0;5611,0;41699,0;3800,0;1,92;2012-12-14
715;2012-12-15;4;1;12;0;6;0;1;13,3;16,9;65,0;7,1;767,0;4280,0;5047,0;41699,0;3800,0;1,92;2012-12-15
716;2012-12-16;4;1;12;0;0;0;2;14,9;18,5;83,9;6,7;538,0;3248,0;3786,0;41699,0;3800,0;1,92;2012-12-16
717;2012-12-17;4;1;12;0;1;1;2;16,1;20,1;90,7;6,6;212,0;4373,0;4585,0;41699,0;3800,0;1,92;2012-12-17
718;2012-12-18;4;1;12;0;2;1;1;16,8;20,5;66,6;14,8;433,0;5124,0;5557,0;41699,0;3800,0;1,92;2012-12-18
719;2012-12-19;4;1;12;0;3;1;1;13,6;17,1;62,5;12,3;333,0;4934,0;5267,0;41699,0;3800,0;1,92;2012-12-19
720;2012-12-20;4;1;12;0;4;1;2;13,5;16,8;66,8;8,9;314,0;3814,0;4128,0;41699,0;3800,0;1,92;2012-12-20
721;2012-12-21;1;1;12;0;5;1;2;13,4;15,1;55,7;25,1;221,0;3402,0;3623,0;41699,0;3800,0;1,92;2012-12-21
722;2012-12-22;1;1;12;0;6;0;1;10,9;11,8;44,1;27,3;205,0;1544,0;1749,0;41699,0;3800,0;1,92;2012-12-22
723;2012-12-23;1;1;12;0;0;0;1;10,1;13,0;51,5;8,9;408,0;1379,0;1787,0;41699,0;3800,0;1,92;2012-12-23
724;2012-12-24;1;1;12;0;1;1;2;9,5;12,9;79,1;5,2;174,0;746,0;920,0;41699,0;3800,0;1,92;2012-12-24
725;2012-12-25;1;1;12;1;2;0;2;11,9;14,7;73,5;11,3;440,0;573,0;1013,0;41699,0;3800,0;1,92;2012-12-25
726;2012-12-26;1;1;12;0;3;1;3;10,0;11,0;82,3;21,2;9,0;432,0;441,0;41699,0;3800,0;1,92;2012-12-26
727;2012-12-27;1;1;12;0;4;1;2;10,4;11,3;65,3;23,5;247,0;1867,0;2114,0;41699,0;3800,0;1,92;2012-12-27
728;2012-12-28;1;1;12;0;5;1;2;10,4;12,8;59,0;10,4;644,0;2451,0;3095,0;41699,0;3800,0;1,92;2012-12-28
729;2012-12-29;1;1;12;0;6;0;2;10,4;12,1;75,3;8,3;159,0;1182,0;1341,0;41699,0;3800,0;1,92;2012-12-29
730;2012-12-30;1;1;12;0;0;0;1;10,5;11,6;48,3;23,5;364,0;1432,0;1796,0;41699,0;3800,0;1,92;2012-12-30
731;2012-12-31;1;1;12;0;1;1;2;8,8;11,2;57,8;10,4;439,0;2290,0;2729,0;41699,0;3800,0;1,92;2012-12-31
